event,gage,wet_date,wetLengthDate,wetLength,wetLengthQ,wetPeak,wetPeakLength,wetPeakQ,Q_threshold,Q_threshold_q,cluster
134,8052700,1992-10-20,1992-10-20,0,0.2,1992-10-20,0,0.2,0.05,0,NA
134,8052700,1992-10-20,1992-10-20,0,0.2,1992-10-20,0,0.2,0.1,0,NA
134,8052700,1992-10-20,1992-10-20,0,0.2,1992-10-20,0,0.2,0.15,0,NA
134,8052700,1992-10-20,1992-10-20,0,0.2,1992-10-20,0,0.2,0.25,0.12,NA
134,8052700,1992-10-20,1992-11-19,30,1.6,1992-11-20,31,2,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,8052700,1992-11-02,1992-11-02,0,0.3,1992-11-03,1,0.4,0.05,0,NA
135,8052700,1992-11-02,1992-11-02,0,0.3,1992-11-03,1,0.4,0.1,0,NA
135,8052700,1992-11-02,1992-11-02,0,0.3,1992-11-03,1,0.4,0.15,0,NA
135,8052700,1992-11-02,1992-11-02,0,0.3,1992-11-03,1,0.4,0.25,0.12,NA
135,8052700,1992-11-02,1992-11-19,17,1.6,1992-11-20,18,2,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,8052700,1992-11-08,1992-11-08,0,0.2,1992-11-13,5,0.7,0.05,0,NA
136,8052700,1992-11-08,1992-11-08,0,0.2,1992-11-13,5,0.7,0.1,0,NA
136,8052700,1992-11-08,1992-11-08,0,0.2,1992-11-13,5,0.7,0.15,0,NA
136,8052700,1992-11-08,1992-11-08,0,0.2,1992-11-13,5,0.7,0.25,0.12,NA
136,8052700,1992-11-08,1992-11-19,11,1.6,1992-11-20,12,2,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,8052700,1993-06-08,1993-06-08,0,0.9,1993-06-11,3,97,0.05,0,NA
137,8052700,1993-06-08,1993-06-08,0,0.9,1993-06-11,3,97,0.1,0,NA
137,8052700,1993-06-08,1993-06-08,0,0.9,1993-06-11,3,97,0.15,0,NA
137,8052700,1993-06-08,1993-06-08,0,0.9,1993-06-11,3,97,0.25,0.12,NA
137,8052700,1993-06-08,1993-06-09,1,8,1993-06-11,3,97,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,8052700,1993-09-13,1993-09-13,0,47,1993-09-14,1,810,0.05,0,NA
138,8052700,1993-09-13,1993-09-13,0,47,1993-09-14,1,810,0.1,0,NA
138,8052700,1993-09-13,1993-09-13,0,47,1993-09-14,1,810,0.15,0,NA
138,8052700,1993-09-13,1993-09-13,0,47,1993-09-14,1,810,0.25,0.12,NA
138,8052700,1993-09-13,1993-09-13,0,47,1993-09-14,1,810,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,8052700,1994-07-08,1994-07-08,0,1,1994-07-11,3,11600,0.05,0,NA
139,8052700,1994-07-08,1994-07-08,0,1,1994-07-11,3,11600,0.1,0,NA
139,8052700,1994-07-08,1994-07-08,0,1,1994-07-11,3,11600,0.15,0,NA
139,8052700,1994-07-08,1994-07-08,0,1,1994-07-11,3,11600,0.25,0.12,NA
139,8052700,1994-07-08,1994-07-08,0,1,1994-07-11,3,11600,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,8052700,1995-07-21,1995-07-21,0,0.1,1995-07-22,1,0.2,0.05,0,NA
140,8052700,1995-07-21,1995-07-21,0,0.1,1995-07-22,1,0.2,0.1,0,NA
140,8052700,1995-07-21,1995-07-21,0,0.1,1995-07-22,1,0.2,0.15,0,NA
140,8052700,1995-07-21,1995-07-22,1,0.2,1995-07-22,1,0.2,0.25,0.12,NA
140,8052700,1995-07-21,1995-08-01,11,1.1,1995-08-01,11,1.1,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,8052700,1995-08-01,1995-08-01,0,1.1,1995-08-01,0,1.1,0.05,0,NA
141,8052700,1995-08-01,1995-08-01,0,1.1,1995-08-01,0,1.1,0.1,0,NA
141,8052700,1995-08-01,1995-08-01,0,1.1,1995-08-01,0,1.1,0.15,0,NA
141,8052700,1995-08-01,1995-08-01,0,1.1,1995-08-01,0,1.1,0.25,0.12,NA
141,8052700,1995-08-01,1995-08-01,0,1.1,1995-08-01,0,1.1,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,8052700,1995-09-18,1995-09-18,0,0.7,1995-09-19,1,0.8,0.05,0,NA
142,8052700,1995-09-18,1995-09-18,0,0.7,1995-09-19,1,0.8,0.1,0,NA
142,8052700,1995-09-18,1995-09-18,0,0.7,1995-09-19,1,0.8,0.15,0,NA
142,8052700,1995-09-18,1995-09-18,0,0.7,1995-09-19,1,0.8,0.25,0.12,NA
142,8052700,1995-09-18,1995-12-18,91,1,1995-12-19,92,1,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,8052700,1995-09-25,1995-09-25,0,0.2,1995-09-27,2,0.5,0.05,0,NA
143,8052700,1995-09-25,1995-09-25,0,0.2,1995-09-27,2,0.5,0.1,0,NA
143,8052700,1995-09-25,1995-09-25,0,0.2,1995-09-27,2,0.5,0.15,0,NA
143,8052700,1995-09-25,1995-09-25,0,0.2,1995-09-27,2,0.5,0.25,0.12,NA
143,8052700,1995-09-25,1995-12-18,84,1,1995-12-19,85,1,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,8052700,1995-10-02,1995-10-02,0,0.1,1995-10-03,1,0.2,0.05,0,NA
144,8052700,1995-10-02,1995-10-02,0,0.1,1995-10-03,1,0.2,0.1,0,NA
144,8052700,1995-10-02,1995-10-02,0,0.1,1995-10-03,1,0.2,0.15,0,NA
144,8052700,1995-10-02,1995-10-03,1,0.2,1995-10-03,1,0.2,0.25,0.12,NA
144,8052700,1995-10-02,1995-12-18,77,1,1995-12-19,78,1,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,8052700,1995-11-02,1995-11-02,0,0.1,1995-11-03,1,0.4,0.05,0,NA
145,8052700,1995-11-02,1995-11-02,0,0.1,1995-11-03,1,0.4,0.1,0,NA
145,8052700,1995-11-02,1995-11-02,0,0.1,1995-11-03,1,0.4,0.15,0,NA
145,8052700,1995-11-02,1995-11-03,1,0.4,1995-11-03,1,0.4,0.25,0.12,NA
145,8052700,1995-11-02,1995-12-18,46,1,1995-12-19,47,1,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,8052700,1995-12-03,1995-12-03,0,0.1,1995-12-05,2,0.2,0.05,0,NA
146,8052700,1995-12-03,1995-12-03,0,0.1,1995-12-05,2,0.2,0.1,0,NA
146,8052700,1995-12-03,1995-12-03,0,0.1,1995-12-05,2,0.2,0.15,0,NA
146,8052700,1995-12-03,1995-12-05,2,0.2,1995-12-05,2,0.2,0.25,0.12,NA
146,8052700,1995-12-03,1995-12-18,15,1,1995-12-19,16,1,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,8052700,1995-12-29,1995-12-29,0,0.1,1996-01-02,4,1.2,0.05,0,NA
147,8052700,1995-12-29,1995-12-29,0,0.1,1996-01-02,4,1.2,0.1,0,NA
147,8052700,1995-12-29,1995-12-29,0,0.1,1996-01-02,4,1.2,0.15,0,NA
147,8052700,1995-12-29,1995-12-30,1,0.3,1996-01-02,4,1.2,0.25,0.12,NA
147,8052700,1995-12-29,1996-01-02,4,1.2,1996-01-02,4,1.2,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,8052700,1996-02-10,1996-02-10,0,0.1,1996-02-11,1,0.1,0.05,0,NA
148,8052700,1996-02-10,1996-02-10,0,0.1,1996-02-11,1,0.1,0.1,0,NA
148,8052700,1996-02-10,1996-02-10,0,0.1,1996-02-11,1,0.1,0.15,0,NA
148,8052700,1996-02-10,1996-02-13,3,0.2,1996-02-15,5,0.2,0.25,0.12,NA
148,8052700,1996-02-10,1996-02-27,17,1,1996-02-27,17,1,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,8052700,1996-03-10,1996-03-10,0,0.2,1996-03-10,0,0.2,0.05,0,NA
149,8052700,1996-03-10,1996-03-10,0,0.2,1996-03-10,0,0.2,0.1,0,NA
149,8052700,1996-03-10,1996-03-10,0,0.2,1996-03-10,0,0.2,0.15,0,NA
149,8052700,1996-03-10,1996-03-10,0,0.2,1996-03-10,0,0.2,0.25,0.12,NA
149,8052700,1996-03-10,1996-03-28,18,33,1996-03-28,18,33,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,8052700,1996-03-14,1996-03-14,0,0.2,1996-03-18,4,0.6,0.05,0,NA
150,8052700,1996-03-14,1996-03-14,0,0.2,1996-03-18,4,0.6,0.1,0,NA
150,8052700,1996-03-14,1996-03-14,0,0.2,1996-03-18,4,0.6,0.15,0,NA
150,8052700,1996-03-14,1996-03-14,0,0.2,1996-03-18,4,0.6,0.25,0.12,NA
150,8052700,1996-03-14,1996-03-28,14,33,1996-03-28,14,33,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,8052700,1996-04-04,1996-04-04,0,32,1996-04-06,2,67,0.05,0,NA
151,8052700,1996-04-04,1996-04-04,0,32,1996-04-06,2,67,0.1,0,NA
151,8052700,1996-04-04,1996-04-04,0,32,1996-04-06,2,67,0.15,0,NA
151,8052700,1996-04-04,1996-04-04,0,32,1996-04-06,2,67,0.25,0.12,NA
151,8052700,1996-04-04,1996-04-04,0,32,1996-04-06,2,67,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,8052700,1996-04-20,1996-04-20,0,0.1,1996-04-20,0,0.1,0.05,0,NA
152,8052700,1996-04-20,1996-04-20,0,0.1,1996-04-20,0,0.1,0.1,0,NA
152,8052700,1996-04-20,1996-04-20,0,0.1,1996-04-20,0,0.1,0.15,0,NA
152,8052700,1996-04-20,1996-04-22,2,0.2,1996-04-23,3,0.7,0.25,0.12,NA
152,8052700,1996-04-20,1996-06-02,43,2.1,1996-06-02,43,2.1,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,8052700,1996-04-23,1996-04-23,0,0.7,1996-04-23,0,0.7,0.05,0,NA
153,8052700,1996-04-23,1996-04-23,0,0.7,1996-04-23,0,0.7,0.1,0,NA
153,8052700,1996-04-23,1996-04-23,0,0.7,1996-04-23,0,0.7,0.15,0,NA
153,8052700,1996-04-23,1996-04-23,0,0.7,1996-04-23,0,0.7,0.25,0.12,NA
153,8052700,1996-04-23,1996-06-02,40,2.1,1996-06-02,40,2.1,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,8052700,1996-06-02,1996-06-02,0,2.1,1996-06-02,0,2.1,0.05,0,NA
154,8052700,1996-06-02,1996-06-02,0,2.1,1996-06-02,0,2.1,0.1,0,NA
154,8052700,1996-06-02,1996-06-02,0,2.1,1996-06-02,0,2.1,0.15,0,NA
154,8052700,1996-06-02,1996-06-02,0,2.1,1996-06-02,0,2.1,0.25,0.12,NA
154,8052700,1996-06-02,1996-06-02,0,2.1,1996-06-02,0,2.1,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,8052700,1996-06-08,1996-06-08,0,12,1996-06-08,0,12,0.05,0,NA
155,8052700,1996-06-08,1996-06-08,0,12,1996-06-08,0,12,0.1,0,NA
155,8052700,1996-06-08,1996-06-08,0,12,1996-06-08,0,12,0.15,0,NA
155,8052700,1996-06-08,1996-06-08,0,12,1996-06-08,0,12,0.25,0.12,NA
155,8052700,1996-06-08,1996-06-08,0,12,1996-06-08,0,12,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,8052700,1996-07-13,1996-07-13,0,12,1996-07-13,0,12,0.05,0,NA
156,8052700,1996-07-13,1996-07-13,0,12,1996-07-13,0,12,0.1,0,NA
156,8052700,1996-07-13,1996-07-13,0,12,1996-07-13,0,12,0.15,0,NA
156,8052700,1996-07-13,1996-07-13,0,12,1996-07-13,0,12,0.25,0.12,NA
156,8052700,1996-07-13,1996-07-13,0,12,1996-07-13,0,12,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,8052700,1996-08-02,1996-08-02,0,0.4,1996-08-03,1,0.4,0.05,0,NA
157,8052700,1996-08-02,1996-08-02,0,0.4,1996-08-03,1,0.4,0.1,0,NA
157,8052700,1996-08-02,1996-08-02,0,0.4,1996-08-03,1,0.4,0.15,0,NA
157,8052700,1996-08-02,1996-08-02,0,0.4,1996-08-03,1,0.4,0.25,0.12,NA
157,8052700,1996-08-02,1996-08-21,19,4.3,1996-08-22,20,6.8,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,8052700,1996-08-28,1996-08-28,0,0.2,1996-08-29,1,123,0.05,0,NA
158,8052700,1996-08-28,1996-08-28,0,0.2,1996-08-29,1,123,0.1,0,NA
158,8052700,1996-08-28,1996-08-28,0,0.2,1996-08-29,1,123,0.15,0,NA
158,8052700,1996-08-28,1996-08-28,0,0.2,1996-08-29,1,123,0.25,0.12,NA
158,8052700,1996-08-28,1996-08-29,1,123,1996-08-29,1,123,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,8052700,1996-09-14,1996-09-14,0,5.2,1996-09-15,1,21,0.05,0,NA
159,8052700,1996-09-14,1996-09-14,0,5.2,1996-09-15,1,21,0.1,0,NA
159,8052700,1996-09-14,1996-09-14,0,5.2,1996-09-15,1,21,0.15,0,NA
159,8052700,1996-09-14,1996-09-14,0,5.2,1996-09-15,1,21,0.25,0.12,NA
159,8052700,1996-09-14,1996-09-14,0,5.2,1996-09-15,1,21,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,8052700,1996-10-11,1996-10-11,0,0.1,1996-10-11,0,0.1,0.05,0,NA
160,8052700,1996-10-11,1996-10-11,0,0.1,1996-10-11,0,0.1,0.1,0,NA
160,8052700,1996-10-11,1996-10-11,0,0.1,1996-10-11,0,0.1,0.15,0,NA
160,8052700,1996-10-11,1996-10-21,10,0.5,1996-10-22,11,14,0.25,0.12,NA
160,8052700,1996-10-11,1996-10-22,11,14,1996-10-22,11,14,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,8052700,1997-05-18,1997-05-18,0,0.1,1997-05-20,2,26,0.05,0,NA
161,8052700,1997-05-18,1997-05-18,0,0.1,1997-05-20,2,26,0.1,0,NA
161,8052700,1997-05-18,1997-05-18,0,0.1,1997-05-20,2,26,0.15,0,NA
161,8052700,1997-05-18,1997-05-19,1,13,1997-05-20,2,26,0.25,0.12,NA
161,8052700,1997-05-18,1997-05-19,1,13,1997-05-20,2,26,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,8052700,1997-06-10,1997-06-10,0,73,1997-06-11,1,83,0.05,0,NA
162,8052700,1997-06-10,1997-06-10,0,73,1997-06-11,1,83,0.1,0,NA
162,8052700,1997-06-10,1997-06-10,0,73,1997-06-11,1,83,0.15,0,NA
162,8052700,1997-06-10,1997-06-10,0,73,1997-06-11,1,83,0.25,0.12,NA
162,8052700,1997-06-10,1997-06-10,0,73,1997-06-11,1,83,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,8052700,1997-06-28,1997-06-28,0,0.9,1997-06-29,1,7.3,0.05,0,NA
163,8052700,1997-06-28,1997-06-28,0,0.9,1997-06-29,1,7.3,0.1,0,NA
163,8052700,1997-06-28,1997-06-28,0,0.9,1997-06-29,1,7.3,0.15,0,NA
163,8052700,1997-06-28,1997-06-28,0,0.9,1997-06-29,1,7.3,0.25,0.12,NA
163,8052700,1997-06-28,1997-06-29,1,7.3,1997-06-29,1,7.3,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,8052700,1997-08-07,1997-08-07,0,24,1997-08-07,0,24,0.05,0,NA
164,8052700,1997-08-07,1997-08-07,0,24,1997-08-07,0,24,0.1,0,NA
164,8052700,1997-08-07,1997-08-07,0,24,1997-08-07,0,24,0.15,0,NA
164,8052700,1997-08-07,1997-08-07,0,24,1997-08-07,0,24,0.25,0.12,NA
164,8052700,1997-08-07,1997-08-07,0,24,1997-08-07,0,24,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,8052700,1997-08-22,1997-08-22,0,0.1,1997-08-23,1,0.3,0.05,0,NA
165,8052700,1997-08-22,1997-08-22,0,0.1,1997-08-23,1,0.3,0.1,0,NA
165,8052700,1997-08-22,1997-08-22,0,0.1,1997-08-23,1,0.3,0.15,0,NA
165,8052700,1997-08-22,1997-08-23,1,0.3,1997-08-23,1,0.3,0.25,0.12,NA
165,8052700,1997-08-22,1997-10-09,48,87,1997-10-10,49,227,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,8052700,1997-10-09,1997-10-09,0,87,1997-10-10,1,227,0.05,0,NA
166,8052700,1997-10-09,1997-10-09,0,87,1997-10-10,1,227,0.1,0,NA
166,8052700,1997-10-09,1997-10-09,0,87,1997-10-10,1,227,0.15,0,NA
166,8052700,1997-10-09,1997-10-09,0,87,1997-10-10,1,227,0.25,0.12,NA
166,8052700,1997-10-09,1997-10-09,0,87,1997-10-10,1,227,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,8052700,1998-04-05,1998-04-05,0,0.6,1998-04-05,0,0.6,0.05,0,NA
167,8052700,1998-04-05,1998-04-05,0,0.6,1998-04-05,0,0.6,0.1,0,NA
167,8052700,1998-04-05,1998-04-05,0,0.6,1998-04-05,0,0.6,0.15,0,NA
167,8052700,1998-04-05,1998-04-05,0,0.6,1998-04-05,0,0.6,0.25,0.12,NA
167,8052700,1998-04-05,1998-04-07,2,1.6,1998-04-07,2,1.6,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,8052700,1998-04-12,1998-04-12,0,0.4,1998-04-12,0,0.4,0.05,0,NA
168,8052700,1998-04-12,1998-04-12,0,0.4,1998-04-12,0,0.4,0.1,0,NA
168,8052700,1998-04-12,1998-04-12,0,0.4,1998-04-12,0,0.4,0.15,0,NA
168,8052700,1998-04-12,1998-04-12,0,0.4,1998-04-12,0,0.4,0.25,0.12,NA
168,8052700,1998-04-12,1998-04-18,6,1,1998-04-18,6,1,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,8052700,1998-04-16,1998-04-16,0,0.2,1998-04-18,2,1,0.05,0,NA
169,8052700,1998-04-16,1998-04-16,0,0.2,1998-04-18,2,1,0.1,0,NA
169,8052700,1998-04-16,1998-04-16,0,0.2,1998-04-18,2,1,0.15,0,NA
169,8052700,1998-04-16,1998-04-16,0,0.2,1998-04-18,2,1,0.25,0.12,NA
169,8052700,1998-04-16,1998-04-18,2,1,1998-04-18,2,1,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,8052700,1998-04-27,1998-04-27,0,1.2,1998-04-27,0,1.2,0.05,0,NA
170,8052700,1998-04-27,1998-04-27,0,1.2,1998-04-27,0,1.2,0.1,0,NA
170,8052700,1998-04-27,1998-04-27,0,1.2,1998-04-27,0,1.2,0.15,0,NA
170,8052700,1998-04-27,1998-04-27,0,1.2,1998-04-27,0,1.2,0.25,0.12,NA
170,8052700,1998-04-27,1998-04-27,0,1.2,1998-04-27,0,1.2,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,8052700,1998-05-09,1998-05-09,0,2.8,1998-05-09,0,2.8,0.05,0,NA
171,8052700,1998-05-09,1998-05-09,0,2.8,1998-05-09,0,2.8,0.1,0,NA
171,8052700,1998-05-09,1998-05-09,0,2.8,1998-05-09,0,2.8,0.15,0,NA
171,8052700,1998-05-09,1998-05-09,0,2.8,1998-05-09,0,2.8,0.25,0.12,NA
171,8052700,1998-05-09,1998-05-09,0,2.8,1998-05-09,0,2.8,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,8052700,1998-10-02,1998-10-02,0,0.4,1998-10-03,1,27,0.05,0,NA
172,8052700,1998-10-02,1998-10-02,0,0.4,1998-10-03,1,27,0.1,0,NA
172,8052700,1998-10-02,1998-10-02,0,0.4,1998-10-03,1,27,0.15,0,NA
172,8052700,1998-10-02,1998-10-02,0,0.4,1998-10-03,1,27,0.25,0.12,NA
172,8052700,1998-10-02,1998-10-03,1,27,1998-10-03,1,27,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,8052700,1998-10-18,1998-10-18,0,34,1998-10-18,0,34,0.05,0,NA
173,8052700,1998-10-18,1998-10-18,0,34,1998-10-18,0,34,0.1,0,NA
173,8052700,1998-10-18,1998-10-18,0,34,1998-10-18,0,34,0.15,0,NA
173,8052700,1998-10-18,1998-10-18,0,34,1998-10-18,0,34,0.25,0.12,NA
173,8052700,1998-10-18,1998-10-18,0,34,1998-10-18,0,34,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,8052700,1998-11-01,1998-11-01,0,1.2,1998-11-02,1,1.8,0.05,0,NA
174,8052700,1998-11-01,1998-11-01,0,1.2,1998-11-02,1,1.8,0.1,0,NA
174,8052700,1998-11-01,1998-11-01,0,1.2,1998-11-02,1,1.8,0.15,0,NA
174,8052700,1998-11-01,1998-11-01,0,1.2,1998-11-02,1,1.8,0.25,0.12,NA
174,8052700,1998-11-01,1998-11-01,0,1.2,1998-11-02,1,1.8,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,8052700,1998-11-11,1998-11-11,0,0.2,1998-11-11,0,0.2,0.05,0,NA
175,8052700,1998-11-11,1998-11-11,0,0.2,1998-11-11,0,0.2,0.1,0,NA
175,8052700,1998-11-11,1998-11-11,0,0.2,1998-11-11,0,0.2,0.15,0,NA
175,8052700,1998-11-11,1998-11-11,0,0.2,1998-11-11,0,0.2,0.25,0.12,NA
175,8052700,1998-11-11,1998-11-13,2,130,1998-11-13,2,130,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,8052700,1998-11-28,1998-11-28,0,0.2,1998-12-01,3,2,0.05,0,NA
176,8052700,1998-11-28,1998-11-28,0,0.2,1998-12-01,3,2,0.1,0,NA
176,8052700,1998-11-28,1998-11-28,0,0.2,1998-12-01,3,2,0.15,0,NA
176,8052700,1998-11-28,1998-11-28,0,0.2,1998-12-01,3,2,0.25,0.12,NA
176,8052700,1998-11-28,1998-11-30,2,1.5,1998-12-01,3,2,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,8052700,1999-03-01,1999-03-01,0,0.1,1999-03-04,3,4.8,0.05,0,NA
177,8052700,1999-03-01,1999-03-01,0,0.1,1999-03-04,3,4.8,0.1,0,NA
177,8052700,1999-03-01,1999-03-01,0,0.1,1999-03-04,3,4.8,0.15,0,NA
177,8052700,1999-03-01,1999-03-03,2,4.1,1999-03-04,3,4.8,0.25,0.12,NA
177,8052700,1999-03-01,1999-03-03,2,4.1,1999-03-04,3,4.8,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,8052700,1999-04-23,1999-04-23,0,0.2,1999-04-27,4,1.2,0.05,0,NA
178,8052700,1999-04-23,1999-04-23,0,0.2,1999-04-27,4,1.2,0.1,0,NA
178,8052700,1999-04-23,1999-04-23,0,0.2,1999-04-27,4,1.2,0.15,0,NA
178,8052700,1999-04-23,1999-04-23,0,0.2,1999-04-27,4,1.2,0.25,0.12,NA
178,8052700,1999-04-23,1999-04-27,4,1.2,1999-04-27,4,1.2,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,8052700,1999-05-09,1999-05-09,0,0.1,1999-05-10,1,193,0.05,0,NA
179,8052700,1999-05-09,1999-05-09,0,0.1,1999-05-10,1,193,0.1,0,NA
179,8052700,1999-05-09,1999-05-09,0,0.1,1999-05-10,1,193,0.15,0,NA
179,8052700,1999-05-09,1999-05-10,1,193,1999-05-10,1,193,0.25,0.12,NA
179,8052700,1999-05-09,1999-05-10,1,193,1999-05-10,1,193,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,8052700,1999-05-26,1999-05-26,0,236,1999-05-27,1,370,0.05,0,NA
180,8052700,1999-05-26,1999-05-26,0,236,1999-05-27,1,370,0.1,0,NA
180,8052700,1999-05-26,1999-05-26,0,236,1999-05-27,1,370,0.15,0,NA
180,8052700,1999-05-26,1999-05-26,0,236,1999-05-27,1,370,0.25,0.12,NA
180,8052700,1999-05-26,1999-05-26,0,236,1999-05-27,1,370,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,8052700,1999-07-07,1999-07-07,0,0.2,1999-07-09,2,1.8,0.05,0,NA
181,8052700,1999-07-07,1999-07-07,0,0.2,1999-07-09,2,1.8,0.1,0,NA
181,8052700,1999-07-07,1999-07-07,0,0.2,1999-07-09,2,1.8,0.15,0,NA
181,8052700,1999-07-07,1999-07-07,0,0.2,1999-07-09,2,1.8,0.25,0.12,NA
181,8052700,1999-07-07,1999-07-09,2,1.8,1999-07-09,2,1.8,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,8052700,1999-09-13,1999-09-13,0,0.2,1999-09-15,2,0.3,0.05,0,NA
182,8052700,1999-09-13,1999-09-13,0,0.2,1999-09-15,2,0.3,0.1,0,NA
182,8052700,1999-09-13,1999-09-13,0,0.2,1999-09-15,2,0.3,0.15,0,NA
182,8052700,1999-09-13,1999-09-13,0,0.2,1999-09-15,2,0.3,0.25,0.12,NA
182,8052700,1999-09-13,2001-10-11,759,26.9,2001-10-13,761,1300,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,8052700,2001-10-10,2001-10-10,0,0.7,2001-10-13,3,1300,0.05,0,NA
183,8052700,2001-10-10,2001-10-10,0,0.7,2001-10-13,3,1300,0.1,0,NA
183,8052700,2001-10-10,2001-10-10,0,0.7,2001-10-13,3,1300,0.15,0,NA
183,8052700,2001-10-10,2001-10-10,0,0.7,2001-10-13,3,1300,0.25,0.12,NA
183,8052700,2001-10-10,2001-10-11,1,26.9,2001-10-13,3,1300,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,8052700,2001-10-29,2001-10-29,0,0.1,2001-10-31,2,0.4,0.05,0,NA
184,8052700,2001-10-29,2001-10-29,0,0.1,2001-10-31,2,0.4,0.1,0,NA
184,8052700,2001-10-29,2001-10-29,0,0.1,2001-10-31,2,0.4,0.15,0,NA
184,8052700,2001-10-29,2001-10-30,1,0.4,2001-10-31,2,0.4,0.25,0.12,NA
184,8052700,2001-10-29,2001-12-12,44,1.4,2001-12-17,49,138,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
