Date,gage,Flow,Flow_cms
1980-05-16,08052700,3.8,0.10760401859999999
1980-05-17,08052700,3,0.08495054099999999
1980-05-18,08052700,2.1,0.0594653787
1980-05-19,08052700,1.6,0.0453069552
1980-05-20,08052700,2.7,0.07645548690000001
1980-05-21,08052700,3.2,0.0906139104
1980-05-22,08052700,2.2,0.062297063400000005
1980-05-23,08052700,1.2,0.0339802164
1980-05-24,08052700,0.7,0.0198217929
1980-05-25,08052700,0.34,0.00962772798
1980-05-26,08052700,0.14,0.003964358580000001
1980-05-27,08052700,0.04,0.00113267388
1980-05-28,08052700,0,0
1980-05-29,08052700,0,0
1980-05-30,08052700,0,0
1980-05-31,08052700,0,0
1980-06-01,08052700,0,0
1980-06-02,08052700,0,0
1980-06-03,08052700,0,0
1980-06-04,08052700,0,0
1980-06-05,08052700,0,0
1980-06-06,08052700,0,0
1980-06-07,08052700,0,0
1980-06-08,08052700,0,0
1980-06-09,08052700,0,0
1980-06-10,08052700,0,0
1980-06-11,08052700,0,0
1980-06-12,08052700,0,0
1980-06-13,08052700,0,0
1980-06-14,08052700,0,0
1980-06-15,08052700,0,0
1980-06-16,08052700,0,0
1980-06-17,08052700,0,0
1980-06-18,08052700,0,0
1980-06-19,08052700,0,0
1980-06-20,08052700,0,0
1980-06-21,08052700,3.4,0.09627727979999999
1980-06-22,08052700,3.6,0.1019406492
1980-06-23,08052700,2.4,0.0679604328
1980-06-24,08052700,1.3,0.0368119011
1980-06-25,08052700,0.58,0.016423771259999997
1980-06-26,08052700,0.22,0.00622970634
1980-06-27,08052700,0.06,0.00169901082
1980-06-28,08052700,0,0
1980-06-29,08052700,0,0
1980-06-30,08052700,0,0
1980-07-01,08052700,0,0
1980-07-02,08052700,0,0
1980-07-03,08052700,0,0
1980-07-04,08052700,0,0
1980-07-05,08052700,0,0
1980-07-06,08052700,0,0
1980-07-07,08052700,0,0
1980-07-08,08052700,0,0
1980-07-09,08052700,0,0
1980-07-10,08052700,0,0
1980-07-11,08052700,0,0
1980-07-12,08052700,0,0
1980-07-13,08052700,0,0
1980-07-14,08052700,0,0
1980-07-15,08052700,0,0
1980-07-16,08052700,0,0
1980-07-17,08052700,0,0
1980-07-18,08052700,0,0
1980-07-19,08052700,0,0
1980-07-20,08052700,0,0
1980-07-21,08052700,0,0
1980-07-22,08052700,0,0
1980-07-23,08052700,0,0
1980-07-24,08052700,0,0
1980-07-25,08052700,0,0
1980-07-26,08052700,0,0
1980-07-27,08052700,0,0
1980-07-28,08052700,0,0
1980-07-29,08052700,0,0
1980-07-30,08052700,0,0
1980-07-31,08052700,0,0
1980-08-01,08052700,0,0
1980-08-02,08052700,0,0
1980-08-03,08052700,0,0
1980-08-04,08052700,0,0
1980-08-05,08052700,0,0
1980-08-06,08052700,0,0
1980-08-07,08052700,0,0
1980-08-08,08052700,0,0
1980-08-09,08052700,0,0
1980-08-10,08052700,0,0
1980-08-11,08052700,0,0
1980-08-12,08052700,0,0
1980-08-13,08052700,0,0
1980-08-14,08052700,0,0
1980-08-15,08052700,0,0
1980-08-16,08052700,0,0
1980-08-17,08052700,0,0
1980-08-18,08052700,0,0
1980-08-19,08052700,0,0
1980-08-20,08052700,0,0
1980-08-21,08052700,0,0
1980-08-22,08052700,0,0
1980-08-23,08052700,0,0
1980-08-24,08052700,0,0
1980-08-25,08052700,0,0
1980-08-26,08052700,0,0
1980-08-27,08052700,0,0
1980-08-28,08052700,0,0
1980-08-29,08052700,0,0
1980-08-30,08052700,0,0
1980-08-31,08052700,0,0
1980-09-01,08052700,0,0
1980-09-02,08052700,0,0
1980-09-03,08052700,0,0
1980-09-04,08052700,0,0
1980-09-05,08052700,0,0
1980-09-06,08052700,0,0
1980-09-07,08052700,0,0
1980-09-08,08052700,0,0
1980-09-09,08052700,0,0
1980-09-10,08052700,0,0
1980-09-11,08052700,0,0
1980-09-12,08052700,0,0
1980-09-13,08052700,0,0
1980-09-14,08052700,0,0
1980-09-15,08052700,0,0
1980-09-16,08052700,0,0
1980-09-17,08052700,0,0
1980-09-18,08052700,0,0
1980-09-19,08052700,0,0
1980-09-20,08052700,0,0
1980-09-21,08052700,0,0
1980-09-22,08052700,0,0
1980-09-23,08052700,0,0
1980-09-24,08052700,0,0
1980-09-25,08052700,0,0
1980-09-26,08052700,0,0
1980-09-27,08052700,0,0
1980-09-28,08052700,26,0.736238022
1980-09-29,08052700,2920,82.68519324
1980-09-30,08052700,585,16.565355495
1980-10-01,08052700,337,9.542777439
1980-10-02,08052700,212,6.003171564
1980-10-03,08052700,104,2.944952088
1980-10-04,08052700,75,2.1237635249999998
1980-10-05,08052700,43,1.217624421
1980-10-06,08052700,29,0.821188563
1980-10-07,08052700,25,0.707921175
1980-10-08,08052700,9.6,0.2718417312
1980-10-09,08052700,5.6,0.1585743432
1980-10-10,08052700,3.7,0.1047723339
1980-10-11,08052700,2.5,0.0707921175
1980-10-12,08052700,1.5,0.042475270499999995
1980-10-13,08052700,0.99,0.028033678529999998
1980-10-14,08052700,0.92,0.02605149924
1980-10-15,08052700,0.98,0.027750510059999997
1980-10-16,08052700,0.58,0.016423771259999997
1980-10-17,08052700,883,25.003775901
1980-10-18,08052700,417,11.808125199
1980-10-19,08052700,148,4.190893356
1980-10-20,08052700,75,2.1237635249999998
1980-10-21,08052700,34,0.9627727979999999
1980-10-22,08052700,15,0.424752705
1980-10-23,08052700,7.6,0.21520803719999998
1980-10-24,08052700,4.1,0.11609907269999999
1980-10-25,08052700,1.8,0.0509703246
1980-10-26,08052700,1.1,0.031148531700000003
1980-10-27,08052700,394,11.156837718
1980-10-28,08052700,291,8.240202477
1980-10-29,08052700,101,2.860001547
1980-10-30,08052700,53,1.500792891
1980-10-31,08052700,33,0.934455951
1980-11-01,08052700,21,0.5946537869999999
1980-11-02,08052700,13,0.368119011
1980-11-03,08052700,7.4,0.2095446678
1980-11-04,08052700,4.4,0.12459412680000001
1980-11-05,08052700,3.1,0.0877822257
1980-11-06,08052700,2.2,0.062297063400000005
1980-11-07,08052700,1.8,0.0509703246
1980-11-08,08052700,1.6,0.0453069552
1980-11-09,08052700,1.4,0.0396435858
1980-11-10,08052700,1.2,0.0339802164
1980-11-11,08052700,1.1,0.031148531700000003
1980-11-12,08052700,0.92,0.02605149924
1980-11-13,08052700,0.8,0.0226534776
1980-11-14,08052700,0.72,0.020388129839999998
1980-11-15,08052700,0.65,0.01840595055
1980-11-16,08052700,0.77,0.02180397219
1980-11-17,08052700,1.1,0.031148531700000003
1980-11-18,08052700,1.2,0.0339802164
1980-11-19,08052700,1.2,0.0339802164
1980-11-20,08052700,0.81,0.02293664607
1980-11-21,08052700,0.68,0.01925545596
1980-11-22,08052700,0.76,0.02152080372
1980-11-23,08052700,1,0.028316847
1980-11-24,08052700,1.3,0.0368119011
1980-11-25,08052700,1.3,0.0368119011
1980-11-26,08052700,1,0.028316847
1980-11-27,08052700,0.92,0.02605149924
1980-11-28,08052700,0.83,0.02350298301
1980-11-29,08052700,0.83,0.02350298301
1980-11-30,08052700,0.81,0.02293664607
1980-12-01,08052700,0.89,0.025201993829999998
1980-12-02,08052700,0.84,0.02378615148
1980-12-03,08052700,0.84,0.02378615148
1980-12-04,08052700,0.86,0.02435248842
1980-12-05,08052700,0.93,0.02633466771
1980-12-06,08052700,0.92,0.02605149924
1980-12-07,08052700,0.75,0.021237635249999998
1980-12-08,08052700,1030,29.16635241
1980-12-09,08052700,587,16.621989189
1980-12-10,08052700,216,6.116438952
1980-12-11,08052700,107,3.029902629
1980-12-12,08052700,63,1.783961361
1980-12-13,08052700,41,1.160990727
1980-12-14,08052700,26,0.736238022
1980-12-15,08052700,15,0.424752705
1980-12-16,08052700,9.3,0.26334667710000004
1980-12-17,08052700,6.6,0.18689119019999997
1980-12-18,08052700,4.7,0.1330891809
1980-12-19,08052700,4.2,0.1189307574
1980-12-20,08052700,3.4,0.09627727979999999
1980-12-21,08052700,2.1,0.0594653787
1980-12-22,08052700,1.6,0.0453069552
1980-12-23,08052700,1.5,0.042475270499999995
1980-12-24,08052700,1.4,0.0396435858
1980-12-25,08052700,1.3,0.0368119011
1980-12-26,08052700,1.7,0.048138639899999995
1980-12-27,08052700,1.4,0.0396435858
1980-12-28,08052700,1.4,0.0396435858
1980-12-29,08052700,1.6,0.0453069552
1980-12-30,08052700,1.5,0.042475270499999995
1980-12-31,08052700,1.3,0.0368119011
1981-01-01,08052700,0.99,0.028033678529999998
1981-01-02,08052700,0.88,0.02491882536
1981-01-03,08052700,0.78,0.02208714066
1981-01-04,08052700,0.68,0.01925545596
1981-01-05,08052700,0.63,0.01783961361
1981-01-06,08052700,0.59,0.01670693973
1981-01-07,08052700,0.53,0.015007928910000001
1981-01-08,08052700,0.49,0.013875255029999999
1981-01-09,08052700,0.53,0.015007928910000001
1981-01-10,08052700,0.63,0.01783961361
1981-01-11,08052700,0.53,0.015007928910000001
1981-01-12,08052700,0.38,0.01076040186
1981-01-13,08052700,0.4,0.0113267388
1981-01-14,08052700,0.41,0.011609907269999999
1981-01-15,08052700,0.33,0.00934455951
1981-01-16,08052700,0.29,0.008211885629999999
1981-01-17,08052700,0.26,0.00736238022
1981-01-18,08052700,0.28,0.007928717160000001
1981-01-19,08052700,0.3,0.0084950541
1981-01-20,08052700,0.41,0.011609907269999999
1981-01-21,08052700,0.57,0.01614060279
1981-01-22,08052700,0.97,0.02746734159
1981-01-23,08052700,1.1,0.031148531700000003
1981-01-24,08052700,1.2,0.0339802164
1981-01-25,08052700,1.1,0.031148531700000003
1981-01-26,08052700,1,0.028316847
1981-01-27,08052700,0.9,0.0254851623
1981-01-28,08052700,0.81,0.02293664607
1981-01-29,08052700,0.68,0.01925545596
1981-01-30,08052700,0.55,0.015574265850000001
1981-01-31,08052700,0.47,0.013308918089999998
1981-02-01,08052700,0.51,0.01444159197
1981-02-02,08052700,0.49,0.013875255029999999
1981-02-03,08052700,0.5,0.0141584235
1981-02-04,08052700,0.59,0.01670693973
1981-02-05,08052700,0.55,0.015574265850000001
1981-02-06,08052700,0.37,0.01047723339
1981-02-07,08052700,0.29,0.008211885629999999
1981-02-08,08052700,0.29,0.008211885629999999
1981-02-09,08052700,0.4,0.0113267388
1981-02-10,08052700,0.79,0.022370309130000002
1981-02-11,08052700,1.1,0.031148531700000003
1981-02-12,08052700,1.2,0.0339802164
1981-02-13,08052700,0.85,0.024069319949999998
1981-02-14,08052700,0.78,0.02208714066
1981-02-15,08052700,0.79,0.022370309130000002
1981-02-16,08052700,0.82,0.023219814539999998
1981-02-17,08052700,0.78,0.02208714066
1981-02-18,08052700,0.71,0.020104961369999997
1981-02-19,08052700,0.64,0.01812278208
1981-02-20,08052700,0.65,0.01840595055
1981-02-21,08052700,0.64,0.01812278208
1981-02-22,08052700,0.33,0.00934455951
1981-02-23,08052700,0.24,0.00679604328
1981-02-24,08052700,0.34,0.00962772798
1981-02-25,08052700,0.28,0.007928717160000001
1981-02-26,08052700,0.41,0.011609907269999999
1981-02-27,08052700,0.53,0.015007928910000001
1981-02-28,08052700,1.1,0.031148531700000003
1981-03-01,08052700,5.9,0.1670693973
1981-03-02,08052700,6.8,0.19255455959999998
1981-03-03,08052700,87,2.4635656889999997
1981-03-04,08052700,580,16.42377126
1981-03-05,08052700,169,4.785547143
1981-03-06,08052700,84,2.3786151479999997
1981-03-07,08052700,100,2.8316847
1981-03-08,08052700,109,3.086536323
1981-03-09,08052700,59,1.6706939729999999
1981-03-10,08052700,36,1.0194064919999999
1981-03-11,08052700,22,0.622970634
1981-03-12,08052700,13,0.368119011
1981-03-13,08052700,9.5,0.2690100465
1981-03-14,08052700,7.6,0.21520803719999998
1981-03-15,08052700,6.6,0.18689119019999997
1981-03-16,08052700,5.4,0.15291097380000002
1981-03-17,08052700,4.2,0.1189307574
1981-03-18,08052700,3.6,0.1019406492
1981-03-19,08052700,3.1,0.0877822257
1981-03-20,08052700,2.2,0.062297063400000005
1981-03-21,08052700,1.6,0.0453069552
1981-03-22,08052700,1.6,0.0453069552
1981-03-23,08052700,1.5,0.042475270499999995
1981-03-24,08052700,1.3,0.0368119011
1981-03-25,08052700,1.1,0.031148531700000003
1981-03-26,08052700,2.9,0.0821188563
1981-03-27,08052700,11,0.311485317
1981-03-28,08052700,12,0.33980216399999996
1981-03-29,08052700,159,4.502378673
1981-03-30,08052700,51,1.444159197
1981-03-31,08052700,14,0.396435858
1981-04-01,08052700,5,0.141584235
1981-04-02,08052700,2.7,0.07645548690000001
1981-04-03,08052700,3,0.08495054099999999
1981-04-04,08052700,16,0.453069552
1981-04-05,08052700,6.1,0.17273276669999998
1981-04-06,08052700,2.9,0.0821188563
1981-04-07,08052700,1.6,0.0453069552
1981-04-08,08052700,1.3,0.0368119011
1981-04-09,08052700,1.1,0.031148531700000003
1981-04-10,08052700,0.95,0.026901004649999997
1981-04-11,08052700,0.79,0.022370309130000002
1981-04-12,08052700,0.65,0.01840595055
1981-04-13,08052700,0.55,0.015574265850000001
1981-04-14,08052700,0.53,0.015007928910000001
1981-04-15,08052700,0.59,0.01670693973
1981-04-16,08052700,0.48,0.01359208656
1981-04-17,08052700,0.63,0.01783961361
1981-04-18,08052700,0.56,0.015857434320000002
1981-04-19,08052700,1.2,0.0339802164
1981-04-20,08052700,2.2,0.062297063400000005
1981-04-21,08052700,2.4,0.0679604328
1981-04-22,08052700,190,5.38020093
1981-04-23,08052700,262,7.419013914
1981-04-24,08052700,131,3.709506957
1981-04-25,08052700,74,2.095446678
1981-04-26,08052700,53,1.500792891
1981-04-27,08052700,38,1.076040186
1981-04-28,08052700,24,0.6796043279999999
1981-04-29,08052700,21,0.5946537869999999
1981-04-30,08052700,13,0.368119011
1981-05-01,08052700,29,0.821188563
1981-05-02,08052700,26,0.736238022
1981-05-03,08052700,15,0.424752705
1981-05-04,08052700,11,0.311485317
1981-05-05,08052700,8.4,0.2378615148
1981-05-06,08052700,7.2,0.2038812984
1981-05-07,08052700,5.8,0.1642377126
1981-05-08,08052700,7.2,0.2038812984
1981-05-09,08052700,87,2.4635656889999997
1981-05-10,08052700,122,3.454655334
1981-05-11,08052700,32,0.906139104
1981-05-12,08052700,15,0.424752705
1981-05-13,08052700,9,0.25485162299999997
1981-05-14,08052700,6.9,0.1953862443
1981-05-15,08052700,5.6,0.1585743432
1981-05-16,08052700,16,0.453069552
1981-05-17,08052700,14,0.396435858
1981-05-18,08052700,8.2,0.23219814539999997
1981-05-19,08052700,6.6,0.18689119019999997
1981-05-20,08052700,4.1,0.11609907269999999
1981-05-21,08052700,2.8,0.0792871716
1981-05-22,08052700,2,0.056633694
1981-05-23,08052700,2.1,0.0594653787
1981-05-24,08052700,84,2.3786151479999997
1981-05-25,08052700,305,8.636638334999999
1981-05-26,08052700,185,5.238616695
1981-05-27,08052700,1110,31.43170017
1981-05-28,08052700,1470,41.62576509
1981-05-29,08052700,405,11.468323035
1981-05-30,08052700,277,7.843766619
1981-05-31,08052700,154,4.360794438
1981-06-01,08052700,82,2.321981454
1981-06-02,08052700,50,1.41584235
1981-06-03,08052700,45,1.2742581149999999
1981-06-04,08052700,45,1.2742581149999999
1981-06-05,08052700,424,12.006343128
1981-06-06,08052700,952,26.957638344
1981-06-07,08052700,553,15.659216391
1981-06-08,08052700,178,5.040398766
1981-06-09,08052700,87,2.4635656889999997
1981-06-10,08052700,46,1.302574962
1981-06-11,08052700,24,0.6796043279999999
1981-06-12,08052700,13,0.368119011
1981-06-13,08052700,7.3,0.2067129831
1981-06-14,08052700,5,0.141584235
1981-06-15,08052700,112,3.171486864
1981-06-16,08052700,2080,58.899041759999996
1981-06-17,08052700,697,19.736842359
1981-06-18,08052700,233,6.597825351
1981-06-19,08052700,136,3.8510911919999997
1981-06-20,08052700,76,2.152080372
1981-06-21,08052700,46,1.302574962
1981-06-22,08052700,26,0.736238022
1981-06-23,08052700,16,0.453069552
1981-06-24,08052700,10,0.28316847
1981-06-25,08052700,5.8,0.1642377126
1981-06-26,08052700,3.9,0.1104357033
1981-06-27,08052700,2.2,0.062297063400000005
1981-06-28,08052700,1.2,0.0339802164
1981-06-29,08052700,0.8,0.0226534776
1981-06-30,08052700,0.59,0.01670693973
1981-07-01,08052700,1.2,0.0339802164
1981-07-02,08052700,1.1,0.031148531700000003
1981-07-03,08052700,1.4,0.0396435858
1981-07-04,08052700,381,10.788718707
1981-07-05,08052700,544,15.404364767999999
1981-07-06,08052700,192,5.436834623999999
1981-07-07,08052700,98,2.775051006
1981-07-08,08052700,57,1.614060279
1981-07-09,08052700,32,0.906139104
1981-07-10,08052700,21,0.5946537869999999
1981-07-11,08052700,13,0.368119011
1981-07-12,08052700,8.2,0.23219814539999997
1981-07-13,08052700,5.1,0.14441591969999998
1981-07-14,08052700,3.2,0.0906139104
1981-07-15,08052700,1.9,0.053802009299999995
1981-07-16,08052700,1.3,0.0368119011
1981-07-17,08052700,0.89,0.025201993829999998
1981-07-18,08052700,0.65,0.01840595055
1981-07-19,08052700,0.46,0.01302574962
1981-07-20,08052700,0.21,0.00594653787
1981-07-21,08052700,0.07,0.0019821792900000003
1981-07-22,08052700,0.07,0.0019821792900000003
1981-07-23,08052700,0.07,0.0019821792900000003
1981-07-24,08052700,0.02,5.6633694e-4
1981-07-25,08052700,0,0
1981-07-26,08052700,0,0
1981-07-27,08052700,0,0
1981-07-28,08052700,0,0
1981-07-29,08052700,0,0
1981-07-30,08052700,0,0
1981-07-31,08052700,0,0
1981-08-01,08052700,0,0
1981-08-02,08052700,0,0
1981-08-03,08052700,0,0
1981-08-04,08052700,0,0
1981-08-05,08052700,0,0
1981-08-06,08052700,0,0
1981-08-07,08052700,0,0
1981-08-08,08052700,0,0
1981-08-09,08052700,0,0
1981-08-10,08052700,0,0
1981-08-11,08052700,0,0
1981-08-12,08052700,0,0
1981-08-13,08052700,0,0
1981-08-14,08052700,0,0
1981-08-15,08052700,0,0
1981-08-16,08052700,0,0
1981-08-17,08052700,0,0
1981-08-18,08052700,0,0
1981-08-19,08052700,0,0
1981-08-20,08052700,0,0
1981-08-21,08052700,0,0
1981-08-22,08052700,0,0
1981-08-23,08052700,0,0
1981-08-24,08052700,0,0
1981-08-25,08052700,0,0
1981-08-26,08052700,0,0
1981-08-27,08052700,0,0
1981-08-28,08052700,0,0
1981-08-29,08052700,0,0
1981-08-30,08052700,0,0
1981-08-31,08052700,0,0
1981-09-01,08052700,0,0
1981-09-02,08052700,0,0
1981-09-03,08052700,0,0
1981-09-04,08052700,0,0
1981-09-05,08052700,0,0
1981-09-06,08052700,0,0
1981-09-07,08052700,0,0
1981-09-08,08052700,0,0
1981-09-09,08052700,0,0
1981-09-10,08052700,0,0
1981-09-11,08052700,0,0
1981-09-12,08052700,0,0
1981-09-13,08052700,0,0
1981-09-14,08052700,0,0
1981-09-15,08052700,0,0
1981-09-16,08052700,0,0
1981-09-17,08052700,0,0
1981-09-18,08052700,0,0
1981-09-19,08052700,0,0
1981-09-20,08052700,0,0
1981-09-21,08052700,0,0
1981-09-22,08052700,0,0
1981-09-23,08052700,0,0
1981-09-24,08052700,0,0
1981-09-25,08052700,0,0
1981-09-26,08052700,0,0
1981-09-27,08052700,0,0
1981-09-28,08052700,0,0
1981-09-29,08052700,0,0
1981-09-30,08052700,0,0
1981-10-01,08052700,0,0
1981-10-02,08052700,0,0
1981-10-03,08052700,0,0
